501,1,85,837,31,58,1
501,2,117,419,80,16,1
501,3,181,415,40,10,1
501,4,191,635,90,27,1
501,5,242,605,51,81,1
501,6,222,143,58,65,1
501,7,393,739,81,21,1
501,8,408,234,67,60,1
501,9,427,203,2,61,1
501,10,523,620,93,42,1
501,11,605,760,48,61,1
501,12,596,220,42,43,1
501,13,667,860,13,7,1
501,14,670,142,72,36,1
501,15,676,202,58,35,1
501,16,786,797,42,27,1
501,17,809,775,16,35,1
501,18,892,365,27,16,1
501,19,906,358,80,16,1
501,20,971,184,81,59,1
501,21,919,349,19,16,1
501,22,1069,129,90,43,1
501,23,1081,129,21,69,1
501,24,1044,168,61,26,1
501,25,1035,200,37,58,1
502,1,84,835,53,61,1
502,2,127,422,81,12,1
502,3,184,413,49,6,1
502,4,189,636,92,31,1
502,5,239,608,56,78,1
502,6,220,144,57,68,1
502,7,402,735,78,30,1
502,8,411,234,68,60,1
502,9,427,205,4,64,1
502,10,521,614,85,60,1
502,11,598,758,53,64,1
502,12,597,219,42,48,1
502,13,661,860,12,9,1
502,14,664,141,78,35,1
502,15,673,201,57,39,1
502,16,791,800,39,25,1
502,17,813,775,1,39,1
502,18,889,358,36,30,1
502,19,899,358,84,20,1
502,20,974,182,81,64,1
502,21,925,349,15,16,1
502,22,1066,134,92,31,1
502,23,1067,127,43,72,1
502,24,1029,172,77,17,1
502,25,1040,202,34,59,1
503,1,87,839,70,55,1
503,2,138,425,80,8,1
503,3,188,410,55,4,1
503,4,188,635,92,33,1
503,5,236,611,63,73,1
503,6,218,144,55,67,1
503,7,412,732,70,35,1
503,8,417,237,67,57,1
503,9,429,208,10,66,1
503,10,522,609,72,74,1
503,11,596,757,51,66,1
503,12,599,218,41,49,1
503,13,656,861,9,10,1
503,14,659,141,80,32,1
503,15,671,199,53,42,1
503,16,795,803,33,22,1
503,17,802,776,19,43,1
503,18,888,353,37,39,1
503,19,894,360,84,21,1
503,20,979,179,78,68,1
503,21,932,351,9,14,1
503,22,1063,143,94,12,1
503,23,1057,129,62,68,1
503,24,1018,177,85,5,1
503,25,1045,203,30,58,1
504,1,94,842,82,47,1
504,2,150,427,78,3,1
504,3,192,406,62,1,1
504,4,187,636,91,35,1
504,5,234,612,68,69,1
504,6,217,146,54,71,1
504,7,425,730,56,39,1
504,8,425,238,65,54,1
504,9,432,211,16,66,1
504,10,523,605,56,86,1
504,11,593,756,51,68,1
504,12,603,218,37,54,1
504,13,652,861,4,10,1
504,14,655,142,82,28,1
504,15,669,200,51,43,1
504,16,798,802,33,25,1
504,17,793,776,34,46,1
504,18,887,347,41,48,1
504,19,891,360,84,25,1
504,20,984,177,75,70,1
504,21,940,351,0,12,1
504,22,1062,146,92,6,1
504,23,1048,133,78,60,1
504,24,1010,175,88,6,1
504,25,1051,204,20,58,1
505,1,100,846,93,37,1
505,2,162,429,76,1,1
505,3,196,402,69,1,1
505,4,187,636,90,36,1
505,5,233,614,72,65,1
505,6,214,149,53,72,1
505,7,438,728,44,43,1
505,8,432,242,61,49,1
505,9,433,214,24,68,1
505,10,526,603,37,94,1
505,11,592,754,48,69,1
505,12,608,218,33,54,1
505,13,647,860,0,12,1
505,14,650,143,84,23,1
505,15,666,199,50,45,1
505,16,801,803,31,27,1
505,17,786,778,49,47,1
505,18,887,341,43,57,1
505,19,888,361,81,26,1
505,20,989,175,72,73,1
505,21,940,354,8,8,1
505,22,1064,137,86,24,1
505,23,1042,138,89,50,1
505,24,1004,168,86,17,1
505,25,1058,206,14,57,1
506,1,109,850,97,25,1
506,2,174,428,73,5,1
506,3,199,397,76,4,1
506,4,186,637,90,37,1
506,5,232,616,75,59,1
506,6,213,151,50,71,1
506,7,452,727,28,46,1
506,8,439,245,56,44,1
506,9,436,217,30,67,1
506,10,529,603,18,101,1
506,11,589,753,47,71,1
506,12,610,217,31,56,1
506,13,637,861,7,12,1
506,14,646,144,84,19,1
506,15,666,200,45,46,1
506,16,805,803,29,30,1
506,17,778,780,61,44,1
506,18,886,336,45,66,1
506,19,886,362,81,28,1
506,20,993,173,70,75,1
506,21,941,356,14,4,1
506,22,1067,128,76,42,1
506,23,1037,144,96,38,1
506,24,1001,160,81,28,1
506,25,1064,207,8,56,1
507,1,121,855,96,12,1
507,2,186,427,72,9,1
507,3,201,391,83,7,1
507,4,185,637,90,39,1
507,5,229,618,79,54,1
507,6,211,152,49,74,1
507,7,467,727,10,46,1
507,8,447,249,51,38,1
507,9,439,221,37,67,1
507,10,530,604,3,102,1
507,11,588,752,45,71,1
507,12,614,217,27,56,1
507,13,629,864,8,9,1
507,14,642,145,85,13,1
507,15,663,199,45,49,1
507,16,808,803,28,32,1
507,17,773,783,70,41,1
507,18,886,332,46,74,1
507,19,882,364,79,29,1
507,20,999,171,65,77,1
507,21,942,359,19,0,1
507,22,1072,121,63,57,1
507,23,1035,151,99,23,1
507,24,1000,156,69,35,1
507,25,1071,211,0,50,1
508,1,136,860,91,1,1
508,2,199,425,70,14,1
508,3,210,386,83,9,1
508,4,184,638,89,42,1
508,5,228,621,83,50,1
508,6,210,154,48,74,1
508,7,475,729,9,44,1
508,8,454,251,47,32,1
508,9,442,226,44,64,1
508,10,513,607,24,100,1
508,11,587,747,45,76,1
508,12,618,217,24,58,1
508,13,622,864,12,9,1
508,14,639,146,84,9,1
508,15,660,199,42,50,1
508,16,812,803,26,35,1
508,17,767,785,79,39,1
508,18,887,328,47,79,1
508,19,880,364,77,31,1
508,20,1004,169,61,79,1
508,21,945,360,17,0,1
508,22,1078,115,49,69,1
508,23,1034,159,98,7,1
508,24,1001,151,53,41,1
508,25,1071,215,4,46,1
509,1,152,850,81,16,1
509,2,211,423,66,18,1
509,3,212,381,91,10,1
509,4,183,639,88,42,1
509,5,226,624,86,44,1
509,6,210,155,46,74,1
509,7,472,728,26,43,1
509,8,465,257,38,23,1
509,9,446,232,45,62,1
509,10,497,613,45,94,1
509,11,586,750,38,72,1
509,12,623,217,21,59,1
509,13,614,864,14,9,1
509,14,637,147,84,1,1
509,15,659,199,40,52,1
509,16,814,804,25,36,1
509,17,763,790,84,34,1
509,18,888,325,46,84,1
509,19,877,366,75,32,1
509,20,1010,167,57,81,1
509,21,949,360,13,2,1
509,22,1084,110,32,79,1
509,23,1037,158,90,8,1
509,24,1004,147,35,48,1
509,25,1070,219,11,40,1
510,1,170,844,68,29,1
510,2,224,422,63,23,1
510,3,223,376,88,14,1
510,4,182,640,87,43,1
510,5,224,627,89,39,1
510,6,208,156,45,76,1
510,7,472,730,41,38,1
510,8,474,261,29,15,1
510,9,450,234,52,61,1
510,10,484,620,61,84,1
510,11,585,747,35,75,1
510,12,627,217,17,62,1
510,13,606,865,17,8,1
510,14,634,146,81,2,1
510,15,657,199,37,54,1
510,16,818,804,23,38,1
510,17,760,794,88,29,1
510,18,889,323,47,87,1
510,19,873,366,74,35,1
510,23,1043,151,79,24,1
510,21,953,359,9,4,1
510,22,1091,106,13,87,1
510,20,1016,166,51,81,1
510,24,1009,144,14,51,1
510,25,1070,223,17,36,1
511,1,188,836,52,42,1
511,2,236,420,62,28,1
511,3,230,370,88,15,1
511,4,180,641,86,45,1
511,5,223,631,92,33,1
511,6,206,159,43,76,1
511,7,472,733,54,33,1
511,8,484,267,22,5,1
511,9,454,239,57,60,1
511,10,469,627,77,72,1
511,11,585,744,29,78,1
511,12,630,218,15,62,1
511,13,599,866,19,9,1
511,14,632,142,79,7,1
511,15,656,199,34,56,1
511,16,821,804,22,40,1
511,17,758,799,89,22,1
511,18,890,320,44,90,1
511,19,871,368,70,35,1
511,20,1021,165,47,82,1
511,21,955,358,6,7,1
511,22,1093,104,5,91,1
511,23,1048,143,66,38,1
511,24,1005,143,8,50,1
511,25,1070,224,24,33,1
512,1,209,829,32,53,1
512,2,249,419,57,32,1
512,3,237,364,89,17,1
512,4,179,642,85,47,1
512,5,222,634,93,27,1
512,6,205,161,41,77,1
512,7,472,735,69,28,1
512,8,494,267,13,5,1
512,9,457,245,63,57,1
512,10,456,637,89,58,1
512,11,586,741,24,80,1
512,12,634,218,11,64,1
512,13,591,867,22,9,1
512,14,630,144,76,3,1
512,15,654,199,31,58,1
512,16,824,806,20,41,1
512,17,757,805,88,13,1
512,18,892,319,42,91,1
512,19,869,369,67,37,1
512,20,1028,164,41,82,1
512,21,959,357,0,9,1
512,22,1082,104,24,90,1
512,23,1056,137,48,51,1
512,24,987,144,30,44,1
512,25,1070,228,30,28,1
513,1,233,824,8,59,1
513,2,262,418,53,34,1
513,3,243,359,90,19,1
513,4,178,642,85,48,1
513,5,221,638,95,20,1
513,6,202,162,40,78,1
513,7,473,739,78,19,1
513,8,507,261,0,18,1
513,9,460,249,68,55,1
513,10,446,649,98,40,1
513,11,586,738,19,82,1
513,12,637,218,8,65,1
513,13,583,867,25,8,1
513,14,628,147,75,0,1
513,15,652,198,28,59,1
513,16,828,804,18,45,1
513,17,757,810,86,5,1
513,18,895,317,39,91,1
513,19,868,370,64,37,1
513,20,1034,163,36,81,1
513,21,959,358,5,9,1
513,22,1071,105,42,87,1
513,23,1065,131,28,61,1
513,24,973,147,48,38,1
513,25,1070,232,34,23,1
514,1,240,821,15,63,1
514,2,275,416,50,40,1
514,3,253,355,86,21,1
514,4,177,643,84,50,1
514,5,220,642,96,13,1
514,6,201,163,38,79,1
514,7,478,742,83,12,1
514,8,507,258,11,25,1
514,9,466,254,71,52,1
514,10,436,660,105,21,1
514,11,587,736,12,84,1
514,12,641,219,5,64,1
514,13,576,868,27,9,1
514,14,625,147,74,1,1
514,15,650,198,26,60,1
514,16,832,806,17,42,1
514,17,759,811,78,4,1
514,18,896,317,37,90,1
514,19,865,372,61,39,1
514,20,1039,163,31,81,1
514,21,958,359,9,9,1
514,22,1061,108,58,81,1
514,23,1075,128,4,68,1
514,24,958,150,65,30,1
514,25,1070,235,40,18,1
515,1,241,819,36,64,1
515,2,289,415,45,43,1
515,3,261,349,84,24,1
515,4,177,643,83,52,1
515,5,220,645,97,7,1
515,6,201,165,36,79,1
515,7,485,746,84,3,1
515,8,507,254,20,32,1
515,9,470,260,75,48,1
515,10,429,673,106,0,1
515,11,587,733,6,85,1
515,12,640,218,8,64,1
515,13,567,869,30,8,1
515,14,624,148,71,2,1
515,15,648,199,23,62,1
515,16,834,808,17,40,1
515,17,763,809,68,11,1
515,18,900,318,33,89,1
515,19,863,373,57,40,1
515,20,1045,162,26,80,1
515,21,958,359,12,11,1
515,22,1053,113,71,71,1
515,23,1067,124,18,73,1
515,24,945,153,77,18,1
515,25,1070,239,46,13,1
516,1,243,820,55,61,1
516,2,302,414,42,47,1
516,3,270,345,82,26,1
516,4,176,643,82,53,1
516,5,219,647,98,0,1
516,6,200,167,34,79,1
516,7,489,745,88,5,1
516,8,510,252,27,38,1
516,9,474,266,77,44,1
516,10,424,666,104,19,1
516,11,588,732,0,84,1
516,12,640,218,9,66,1
516,13,560,870,32,9,1
516,14,622,148,70,2,1
516,15,648,198,17,64,1
516,16,838,809,15,38,1
516,17,767,804,59,22,1
516,18,902,319,30,85,1
516,19,862,374,54,41,1
516,20,1051,162,21,78,1
516,21,958,359,16,11,1
516,22,1046,120,82,57,1
516,23,1056,124,39,73,1
516,24,938,158,82,6,1
516,25,1071,242,49,6,1
517,1,246,822,70,56,1
517,2,315,413,37,51,1
517,3,279,341,76,25,1
517,4,175,643,80,54,1
517,5,219,645,97,5,1
517,6,198,169,33,79,1
517,7,496,740,86,14,1
517,8,511,250,36,44,1
517,9,479,271,80,39,1
517,10,420,659,100,36,1
517,11,584,731,5,83,1
517,12,641,217,5,70,1
517,13,553,870,34,9,1
517,14,621,149,67,4,1
517,15,650,199,11,64,1
517,16,840,810,15,39,1
517,17,773,802,46,29,1
517,18,905,321,25,80,1
517,19,859,376,51,41,1
517,20,1057,162,15,77,1
517,21,959,359,18,12,1
517,22,1041,127,90,43,1
517,23,1046,126,57,69,1
517,24,929,157,86,5,1
517,25,1072,247,52,0,1
518,1,250,822,85,50,1
518,2,328,411,32,54,1
518,3,288,335,72,28,1
518,4,174,644,80,55,1
518,5,219,641,96,12,1
518,6,197,171,31,79,1
518,7,505,738,83,19,1
518,8,513,248,43,49,1
518,9,484,277,83,35,1
518,10,418,653,94,51,1
518,11,578,730,12,82,1
518,12,642,215,2,73,1
518,13,545,871,36,9,1
518,14,618,150,65,5,1
518,15,651,200,5,67,1
518,16,842,811,15,39,1
518,17,778,801,32,36,1
518,18,907,322,21,74,1
518,19,857,377,48,43,1
518,20,1063,161,8,75,1
518,21,959,360,20,12,1
518,22,1037,135,94,27,1
518,23,1037,129,74,63,1
518,24,923,151,85,15,1
518,25,1073,246,54,3,1
519,1,257,826,94,40,1
519,2,342,410,28,58,1
519,3,299,329,66,30,1
519,4,173,644,79,58,1
519,5,220,638,96,18,1
519,6,195,173,30,79,1
519,7,510,733,83,26,1
519,8,515,246,50,55,1
519,9,489,283,85,30,1
519,10,417,648,86,63,1
519,11,573,730,18,79,1
519,12,640,214,2,75,1
519,13,537,871,39,8,1
519,14,617,150,61,6,1
519,15,650,201,2,66,1
519,16,845,812,14,38,1
519,17,784,799,18,42,1
519,18,910,324,16,68,1
519,19,855,379,45,44,1
519,20,1069,162,2,73,1
519,21,959,360,24,13,1
519,22,1035,145,95,8,1
519,23,1029,133,87,55,1
519,24,919,145,80,25,1
519,25,1075,244,63,11,1
520,1,266,831,98,28,1
520,2,355,410,24,61,1
520,3,310,326,60,30,1
520,4,172,645,77,59,1
520,5,220,634,94,25,1
520,6,193,175,27,80,1
520,7,520,732,78,30,1
520,8,517,244,55,58,1
520,9,494,288,86,26,1
520,10,416,644,75,74,1
520,11,568,729,23,77,1
520,12,637,213,5,77,1
520,13,530,871,42,9,1
520,14,615,151,59,7,1
