500,1,90,407,39,48,1
500,2,136,428,61,9,1
500,3,235,635,53,30,1
500,4,369,384,70,17,1
500,5,398,234,74,52,1
500,6,408,86,89,11,1
500,7,547,456,64,37,1
500,8,603,665,3,76,1
500,9,610,418,21,63,1
500,10,665,308,51,39,1
500,11,742,426,13,45,1
500,12,776,186,6,24,1
500,13,818,486,82,30,1
500,14,834,205,30,40,1
500,15,890,228,58,42,1
500,16,888,661,66,4,1
500,17,930,363,32,48,1
500,18,938,460,19,76,1
500,19,942,285,79,24,1
500,20,968,92,79,19,1
500,21,1040,138,4,50,1
500,22,987,543,50,6,1
500,23,1040,734,83,17,1
500,24,1111,363,8,4,1
500,25,677,657,24,3,1
501,1,88,412,57,48,1
501,2,137,428,57,10,1
501,3,233,630,55,36,1
501,4,366,393,78,6,1
501,5,393,233,69,59,1
501,6,402,91,92,8,1
501,7,541,457,70,36,1
501,8,604,663,6,94,1
501,9,611,416,25,64,1
501,10,666,304,50,38,1
501,11,743,425,10,49,1
501,12,788,189,11,24,1
501,13,823,493,86,20,1
501,14,819,202,44,41,1
501,15,893,220,58,46,1
501,16,885,657,76,8,1
501,17,931,362,33,52,1
501,18,938,459,23,76,1
501,19,948,287,75,20,1
501,20,966,94,85,15,1
501,21,1049,131,1,58,1
501,22,988,547,52,2,1
501,23,1043,734,75,16,1
501,24,1113,357,9,10,1
501,25,680,653,36,4,1
502,1,92,420,67,38,1
502,2,137,427,50,15,1
502,3,235,628,50,39,1
502,5,374,388,68,30,1
502,4,389,232,63,64,1
502,6,399,93,95,12,1
502,7,540,457,71,33,1
502,8,603,664,8,93,1
502,9,611,411,31,67,1
502,10,667,301,47,38,1
502,11,747,424,7,53,1
502,12,801,191,14,26,1
502,13,827,500,89,10,1
502,14,804,199,53,39,1
502,15,899,210,54,56,1
502,16,887,652,76,12,1
502,17,928,360,37,56,1
502,18,938,456,27,78,1
502,19,959,289,66,12,1
502,20,971,93,82,15,1
502,21,1054,124,4,66,1
502,22,990,545,55,1,1
502,23,1050,731,86,18,1
502,24,1119,352,6,15,1
502,25,690,651,34,4,1
503,1,105,430,68,26,1
503,2,136,430,45,12,1
503,3,236,624,48,45,1
503,4,382,382,59,50,1
503,5,386,232,55,70,1
503,6,394,95,97,10,1
503,7,536,456,72,32,1
503,8,602,665,10,91,1
503,9,613,414,34,60,1
503,10,666,297,45,36,1
503,11,749,423,5,55,1
503,12,813,195,17,25,1
503,13,834,507,88,0,1
503,14,792,201,61,32,1
503,15,905,201,49,64,1
503,16,887,650,79,15,1
503,17,926,358,40,61,1
503,18,938,455,32,76,1
503,19,972,292,48,4,1
503,20,975,90,80,15,1
503,21,1058,117,10,69,1
503,22,1000,543,47,6,1
503,23,1056,731,84,19,1
503,24,1119,346,13,21,1
503,25,696,647,37,4,1
504,1,121,441,64,15,1
504,2,135,430,39,15,1
504,3,237,623,44,47,1
504,4,392,379,43,66,1
504,5,383,232,47,72,1
504,6,390,99,93,8,1
504,7,534,457,74,28,1
504,8,602,665,13,90,1
504,9,612,410,43,61,1
504,10,668,295,40,34,1
504,11,753,422,4,59,1
504,12,827,199,19,25,1
504,13,841,504,88,10,1
504,14,779,201,68,25,1
504,15,912,197,40,67,1
504,16,888,646,83,17,1
504,17,925,357,43,66,1
504,18,939,453,34,78,1
504,19,986,293,31,4,1
504,20,979,90,77,12,1
504,21,1061,113,16,69,1
504,22,1004,541,46,11,1
504,23,1060,730,85,19,1
504,24,1107,347,19,19,1
504,25,703,643,39,5,1
505,1,118,448,79,7,1
505,2,160,428,2,23,1
505,3,239,619,39,52,1
505,4,401,377,28,76,1
505,5,380,233,38,75,1
505,6,387,102,93,7,1
505,7,531,457,75,26,1
505,8,602,665,15,93,1
505,9,614,412,46,57,1
505,10,667,291,39,32,1
505,11,755,423,1,61,1
505,12,840,204,23,22,1
505,13,849,500,83,20,1
505,14,767,203,75,16,1
505,15,919,194,32,66,1
505,16,891,641,84,21,1
505,17,924,356,46,69,1
505,18,939,452,41,78,1
505,19,1001,286,9,15,1
505,20,983,89,75,11,1
505,21,1065,109,20,72,1
505,22,1009,539,42,16,1
505,23,1067,729,82,20,1
505,24,1094,347,25,19,1
505,25,707,640,43,4,1
506,1,109,455,97,1,1
506,2,161,427,0,25,1
506,3,241,616,37,54,1
506,4,413,381,6,77,1
506,5,377,234,29,76,1
506,6,386,107,87,4,1
506,7,528,456,77,23,1
506,8,602,664,16,94,1
506,9,615,410,52,57,1
506,10,667,288,36,32,1
506,11,757,419,0,67,1
506,12,855,207,21,21,1
506,13,857,496,81,31,1
506,14,755,203,80,11,1
506,15,927,184,25,74,1
506,16,897,640,77,24,1
506,17,924,356,47,71,1
506,18,940,450,46,80,1
506,19,1003,284,15,20,1
506,20,987,89,73,10,1
506,21,1070,108,24,70,1
506,22,1016,536,38,18,1
506,23,1073,729,81,19,1
506,24,1080,345,31,20,1
506,25,717,638,41,3,1
507,1,116,453,99,12,1
507,2,148,432,16,19,1
507,3,241,614,38,62,1
507,4,413,395,13,66,1
507,5,374,236,20,76,1
507,6,382,108,90,3,1
507,7,524,458,78,17,1
507,8,602,665,19,93,1
507,9,620,409,51,50,1
507,10,669,286,34,31,1
507,11,758,419,2,70,1
507,12,865,210,30,20,1
507,13,864,494,78,39,1
507,14,744,205,84,1,1
507,15,934,177,18,77,1
507,16,895,637,86,27,1
507,17,924,356,47,73,1
507,18,942,449,51,79,1
507,19,999,279,34,25,1
507,20,991,88,71,9,1
507,21,1071,107,30,69,1
507,22,1022,536,36,20,1
507,23,1078,728,80,20,1
507,24,1067,347,37,17,1
507,25,721,635,45,3,1
508,1,125,453,97,21,1
508,2,140,434,28,17,1
508,3,242,611,35,66,1
508,4,406,397,30,65,1
508,5,371,238,8,76,1
508,6,376,111,90,2,1
508,7,521,457,78,19,1
508,8,600,666,22,94,1
508,9,619,410,58,48,1
508,10,668,281,31,30,1
508,11,759,418,5,73,1
508,12,849,202,42,39,1
508,13,873,493,74,47,1
508,14,733,204,85,0,1
508,15,942,171,9,81,1
508,16,898,633,88,28,1
508,17,923,357,48,74,1
508,18,945,449,51,76,1
508,19,994,279,51,27,1
508,20,995,87,68,8,1
508,21,1083,111,2,61,1
508,22,1028,532,32,26,1
508,23,1084,728,80,19,1
508,24,1053,347,44,17,1
508,25,728,632,46,4,1
509,1,134,454,98,30,1
509,2,132,434,40,20,1
509,3,243,608,28,65,1
509,4,403,405,44,54,1
509,5,367,240,2,77,1
509,6,373,113,88,3,1
509,7,519,458,77,15,1
509,8,601,669,25,91,1
509,9,620,411,63,43,1
509,10,669,282,26,26,1
509,11,759,418,7,73,1
509,12,893,218,33,17,1
509,13,881,490,68,57,1
509,14,726,195,82,9,1
509,15,950,167,0,81,1
509,16,900,630,86,31,1
509,17,922,358,48,74,1
509,18,943,447,54,70,1
509,19,992,276,70,31,1
509,20,1001,86,65,7,1
509,21,1067,125,28,44,1
509,22,1034,529,29,28,1
509,23,1090,728,78,18,1
509,24,1039,347,48,17,1
509,25,735,630,48,2,1
510,1,144,455,93,35,1
510,2,129,440,46,14,1
510,3,245,608,24,64,1
510,4,401,418,55,38,1
510,5,354,243,13,74,1
510,6,373,115,84,0,1
510,7,517,456,80,12,1
510,8,601,669,27,93,1
510,9,622,411,65,41,1
510,10,669,282,23,21,1
510,11,760,419,9,75,1
510,12,907,223,33,14,1
510,13,893,489,59,64,1
510,14,717,190,82,15,1
510,15,949,163,8,79,1
510,16,903,626,85,35,1
510,17,923,356,48,77,1
510,18,945,445,53,66,1
510,19,991,276,80,29,1
510,20,1005,85,62,6,1
510,21,1056,129,40,36,1
510,22,1040,527,25,31,1
510,23,1088,729,78,17,1
510,24,1027,346,54,15,1
510,25,742,626,48,1,1
511,1,155,454,87,45,1
511,2,128,443,50,15,1
511,3,247,604,19,69,1
511,4,390,433,73,20,1
511,5,341,245,23,73,1
511,6,368,117,85,1,1
511,7,514,457,81,9,1
511,8,601,670,28,89,1
511,9,624,413,67,35,1
511,10,671,284,19,13,1
511,11,761,418,11,78,1
511,12,919,225,40,16,1
511,13,903,487,51,70,1
511,14,708,182,82,25,1
511,15,949,158,14,80,1
511,16,906,623,86,37,1
511,17,923,356,47,78,1
511,18,945,446,61,67,1
511,19,992,278,86,25,1
511,20,1009,82,60,5,1
511,21,1047,131,43,38,1
511,22,1046,525,21,35,1
511,23,1087,729,66,21,1
511,24,1014,345,58,16,1
511,25,749,623,51,2,1
512,1,166,454,80,52,1
512,2,126,444,53,12,1
512,3,249,603,12,70,1
512,4,389,446,75,2,1
512,5,329,250,32,68,1
512,6,366,120,84,0,1
512,7,511,457,80,7,1
512,8,600,671,31,89,1
512,9,627,415,73,29,1
512,10,673,285,15,7,1
512,11,762,418,10,75,1
512,18,930,231,36,10,1
512,13,913,487,42,73,1
512,14,701,177,79,28,1
512,15,948,155,24,79,1
512,16,906,620,88,38,1
512,17,924,357,46,76,1
512,12,946,446,65,65,1
512,19,996,279,87,23,1
512,20,1013,81,57,3,1
512,21,1034,133,49,41,1
512,22,1052,523,19,39,1
512,23,1085,730,60,21,1
512,24,1000,346,64,13,1
512,25,754,620,53,2,1
513,1,176,458,73,55,1
513,2,125,445,58,14,1
513,3,249,601,11,71,1
513,4,392,443,75,17,1
513,5,317,255,41,63,1
513,6,362,123,84,0,1
513,7,509,457,80,4,1
513,8,601,672,34,89,1
513,9,627,412,77,28,1
513,10,674,287,9,3,1
513,11,765,418,13,79,1
513,12,942,235,30,4,1
513,13,923,487,35,79,1
513,14,694,171,74,36,1
513,15,946,151,31,76,1
513,16,912,617,87,39,1
513,17,926,359,45,75,1
513,18,947,444,68,63,1
513,19,1003,282,85,17,1
513,20,1016,81,55,2,1
513,21,1026,135,48,36,1
513,22,1059,522,13,39,1
513,23,1084,731,51,22,1
513,24,989,346,67,12,1
513,25,761,617,55,2,1
514,1,190,461,62,59,1
514,2,123,447,64,13,1
514,3,252,600,4,73,1
514,4,398,439,67,34,1
514,5,306,257,49,58,1
514,6,358,126,83,0,1
514,7,507,458,80,2,1
514,8,601,672,36,89,1
514,9,630,414,76,23,1
514,10,677,278,1,14,1
514,11,762,416,19,83,1
514,12,953,236,48,4,1
514,13,934,486,24,83,1
514,14,689,168,67,39,1
514,15,948,149,39,74,1
514,16,913,614,87,40,1
514,17,926,359,44,74,1
514,18,948,444,70,60,1
514,19,1011,283,78,10,1
514,20,1022,80,49,0,1
514,21,1014,137,54,35,1
514,22,1064,518,10,45,1
514,23,1084,733,44,22,1
514,24,976,347,72,10,1
514,25,769,615,55,0,1
515,1,205,463,48,62,1
515,2,126,443,69,25,1
515,3,253,600,3,73,1
515,4,405,437,58,47,1
515,5,293,263,59,50,1
515,6,356,127,79,2,1
515,7,504,457,82,0,1
515,8,601,672,38,89,1
515,9,633,415,78,17,1
515,10,676,274,0,21,1
515,11,763,418,21,83,1
515,12,962,239,49,3,1
515,13,947,487,14,85,1
515,14,682,162,62,44,1
515,15,949,146,42,68,1
515,16,918,611,86,44,1
515,17,927,361,42,74,1
515,18,950,443,70,58,1
515,19,1021,286,67,4,1
515,20,1027,78,46,1,1
515,21,1006,138,53,34,1
515,22,1069,517,7,48,1
515,23,1085,734,30,21,1
515,24,964,346,75,11,1
515,25,776,611,57,1,1
516,1,218,466,35,64,1
516,2,141,443,62,29,1
516,3,254,595,0,76,1
516,4,412,434,45,61,1
516,5,281,268,65,45,1
516,6,355,129,76,3,1
516,7,502,454,80,3,1
516,8,602,675,40,87,1
516,9,635,416,82,13,1
516,10,670,267,9,27,1
516,11,764,419,23,82,1
516,12,972,238,56,4,1
516,13,957,488,3,85,1
516,14,679,158,50,46,1
516,15,950,145,49,63,1
516,16,918,606,89,48,1
516,17,927,363,41,72,1
516,18,951,441,74,57,1
516,19,1035,287,50,1,1
516,20,1031,75,42,3,1
516,21,992,140,58,34,1
516,22,1076,515,2,50,1
516,23,1085,734,21,23,1
516,24,952,347,78,7,1
516,25,782,607,56,2,1
517,1,230,471,23,69,1
517,2,160,443,50,35,1
517,3,252,595,3,77,1
517,4,423,434,30,72,1
517,5,270,273,72,38,1
517,6,352,132,73,2,1
517,7,499,452,82,5,1
517,8,602,677,42,85,1
517,9,638,415,83,8,1
517,10,667,262,12,34,1
517,11,767,418,23,84,1
517,12,988,238,53,9,1
517,13,963,490,5,86,1
517,14,673,156,45,48,1
517,15,947,140,59,59,1
517,16,922,605,85,48,1
517,17,928,365,38,70,1
517,18,953,441,73,53,1
517,19,1048,280,33,12,1
517,20,1036,73,38,3,1
517,21,983,141,52,30,1
517,22,1081,514,0,51,1
517,23,1088,733,4,22,1
517,24,940,348,81,5,1
517,25,788,604,53,0,1
518,1,250,478,4,68,1
518,2,174,441,44,43,1
518,3,249,597,9,75,1
518,4,434,439,9,75,1
518,5,259,280,77,29,1
518,6,349,133,67,2,1
518,7,497,449,80,10,1
518,8,602,678,45,83,1
518,9,641,417,84,4,1
518,10,663,256,18,40,1
518,11,767,419,26,84,1
518,12,1003,240,53,10,1
518,13,963,492,16,84,1
518,14,668,151,37,50,1
518,15,948,138,64,55,1
518,16,925,601,86,50,1
518,17,931,366,35,69,1
518,18,953,440,77,52,1
518,19,1066,278,9,16,1
518,20,1041,71,35,5,1
518,21,976,145,63,31,1
518,22,1084,515,3,48,1
518,23,1082,735,6,23,1
518,24,930,347,81,3,1
518,25,798,600,40,1,1
519,1,253,483,12,59,1
519,2,191,439,32,48,1
519,3,246,592,13,78,1
519,4,438,440,8,77,1
519,5,250,285,81,23,1
519,6,347,136,70,2,1
519,7,495,446,82,12,1
519,8,602,680,47,82,1
519,9,646,417,83,0,1
519,10,658,254,23,44,1
519,11,768,419,28,84,1
519,12,1014,239,56,15,1
519,13,965,496,25,82,1
519,14,665,145,27,51,1
519,15,950,138,67,48,1
519,16,927,597,87,55,1
519,17,932,367,32,66,1
519,18,957,440,79,47,1
519,19,1071,271,9,26,1
519,20,1046,68,30,8,1
519,21,963,145,66,30,1
519,22,1086,513,8,51,1
519,23,1069,737,19,20,1
519,24,920,348,81,1,1
519,25,804,597,52,2,1
