,frame,x1,y1,x2,y2,id,cat
0,0.0,541.0,216.0,554.0,248.0,7.0,0.0
1,0.0,211.0,201.0,226.0,255.0,6.0,0.0
2,0.0,269.0,210.0,284.0,246.0,5.0,0.0
3,0.0,587.0,211.0,602.0,246.0,4.0,0.0
4,0.0,455.0,208.0,483.0,274.0,3.0,0.0
5,0.0,224.0,185.0,256.0,282.0,2.0,0.0
6,0.0,293.0,150.0,351.0,321.0,1.0,0.0
7,1.0,539.0001997602876,217.99980023971236,552.0001997602876,249.99980023971236,7.0,0.0
8,1.0,268.1088801717069,217.74662459072735,280.8915193488684,247.2524764879782,5.0,0.0
9,1.0,584.172301323317,211.62691010057708,599.828198077402,246.37299001927911,4.0,0.0
10,1.0,452.9817558321782,210.04146293412083,480.01874356854097,273.9583373055915,3.0,0.0
11,1.0,224.04091037424968,182.8793837878,256.9589897456065,282.12081597248766,2.0,0.0
12,1.0,293.27840672757605,151.20765599218993,353.7212936319924,325.7917447269471,1.0,0.0
13,2.0,168.0442238531757,210.86913842613106,187.9554765063928,268.13026229300596,8.0,0.0
14,2.0,538.107173465395,217.8482654928083,551.7165901408492,250.38681824534052,7.0,0.0
15,2.0,267.6154923426601,216.26115507229161,282.090576574798,247.38547802732938,5.0,0.0
16,2.0,584.0383169073256,213.32801410827662,599.6678284199885,246.61306213747443,4.0,0.0
17,2.0,452.54414589404195,211.01041916653827,478.2796941220582,274.04827535814303,3.0,0.0
18,2.0,223.09975500517947,180.93920958639325,257.01786327375083,283.00209588892545,2.0,0.0
19,2.0,295.77988379274024,150.9851503627731,357.04334494451285,328.24978055566396,1.0,0.0
20,3.0,467.99187153258333,245.01457288696292,479.0083282277043,260.98532723289327,9.0,26.0
21,3.0,537.0493063752298,217.95076443173986,550.9688368615592,251.0760745455305,7.0,0.0
22,3.0,264.72815401178445,217.6043675483036,279.2704462149122,248.1254618787344,5.0,0.0
23,3.0,583.3215774587527,213.74569185115024,599.6066444833014,247.3622001468391,4.0,0.0
24,3.0,451.6058093933868,211.5180285510526,476.4123769767859,274.52686739623937,3.0,0.0
25,3.0,221.4662275352235,181.77414464696463,256.77661110494387,286.2634553331493,2.0,0.0
26,3.0,296.5522450739145,148.70856501358347,359.7714309200535,329.92985707864887,1.0,0.0
27,4.0,275.0378280015155,218.89588364388217,285.96287115949127,250.10391659583016,12.0,0.0
28,4.0,252.0863359400346,218.81002647330774,265.9136640599654,250.19007340683606,10.0,0.0
29,4.0,538.1237034814226,217.69237764822975,551.8382718701305,251.50285859308258,7.0,0.0
30,4.0,264.8656004236526,219.7152453582829,277.69477192490297,248.86458099820572,5.0,0.0
31,4.0,583.0815500662003,215.41044626300092,599.6897609962454,249.05648571496798,4.0,0.0
32,4.0,451.5206223220181,213.02978893738853,475.8795151718774,276.34643440889124,3.0,0.0
33,4.0,222.22897801822518,185.21826335191773,257.11932802215824,288.58339396366705,2.0,0.0
34,4.0,297.3448200968877,145.7851973066263,362.80851349797786,333.383348862725,1.0,0.0
35,5.0,539.3484920778567,219.20165173534951,552.750920672875,252.2282379705373,7.0,0.0
36,5.0,266.8374090062352,220.7443802306059,279.11221348584746,249.37834018046792,5.0,0.0
37,5.0,451.73484151531727,212.55230641656166,476.3321685408306,277.0422465873096,3.0,0.0
38,5.0,223.14929339167452,185.14408672000664,258.0617275540297,290.3328422532419,2.0,0.0
39,5.0,301.6509474498206,142.2678528172944,368.35410356113437,334.79449904303414,1.0,0.0
40,6.0,539.7055598568768,218.3093558879621,553.1170323502429,252.40229320441227,7.0,0.0
41,6.0,451.68817370561237,213.61132982698652,475.97149196022167,278.1138907232884,3.0,0.0
42,6.0,220.54913721744282,184.99778706620717,257.00827189593207,293.04103621056004,2.0,0.0
43,6.0,305.8129770763,139.3063292850304,373.6837119110839,337.02165927968645,1.0,0.0
44,7.0,540.4472226999692,220.73770395903003,553.3109779404945,253.86289022019767,7.0,0.0
45,7.0,451.7590369490249,214.43056640891734,475.8145397797716,278.6668814251611,3.0,0.0
46,7.0,221.0321604342874,184.05209449691407,257.34132302845006,293.363146805987,2.0,0.0
47,7.0,311.4411256634022,138.38445414150542,382.2500949744614,342.5668783381574,1.0,0.0
48,8.0,279.07702294307285,225.77239936993496,287.92297705692715,252.22720110948976,16.0,0.0
49,8.0,481.9382325466973,223.12252434862694,494.0615676930151,246.87737577122925,15.0,0.0
50,8.0,267.8550952777583,223.34267600448968,280.1447797628847,251.65739897112448,14.0,0.0
51,8.0,451.8169886615497,214.86476633244675,475.771442017482,279.3399661170309,3.0,0.0
52,8.0,218.09934308378772,182.53345197974213,256.4754782979433,295.2330946777529,2.0,0.0
53,9.0,585.8815221135516,218.24694348637902,602.1183780063046,251.75305651362098,19.0,0.0
54,9.0,318.55676757501834,141.1024408894622,406.4424333838311,356.89666018924333,18.0,0.0
55,9.0,468.35234783378564,251.58970673947974,478.6476271743429,264.4102432767775,17.0,26.0
56,9.0,279.3272478815478,223.84549457604598,289.555057429666,252.50728385088902,16.0,0.0
57,9.0,267.7444000940979,224.65380118494065,278.875212066302,251.8642553152441,14.0,0.0
58,9.0,541.6783053457673,223.3432973319526,554.0732709245597,255.2941583037354,7.0,0.0
59,9.0,452.38085199257324,215.04012343172667,475.92749496621155,279.50258455993736,3.0,0.0
60,9.0,217.41865837802334,181.30254690456695,257.1484327391514,296.5081958690855,2.0,0.0
61,10.0,302.04954740240765,232.8344134405864,309.95045259759235,258.1643879976877,21.0,0.0
62,10.0,588.8760632756727,219.95429686282128,604.829623592506,252.86916110399946,19.0,0.0
63,10.0,326.5525733597072,141.11412137422295,411.1525786394803,361.17942765903956,18.0,0.0
64,10.0,278.69513156451285,225.49834778552537,287.97949073453015,253.85386889270194,16.0,0.0
65,10.0,263.60251231169735,228.92415636974584,273.6551823263506,254.5113639466868,14.0,0.0
66,10.0,453.81408297079,214.40886965791952,478.15000293772897,280.1992717039897,3.0,0.0
67,10.0,217.10924443581143,180.80487580847898,258.16387336283134,299.6424976473573,2.0,0.0
68,11.0,287.962616997273,230.1078990276654,297.03708336229545,256.8915016914716,22.0,0.0
69,11.0,590.3691143761953,221.08950461698072,606.8646834564213,254.77554874084126,19.0,0.0
70,11.0,333.563845249876,137.96348823162282,418.0579812673256,364.87270401995016,18.0,0.0
71,11.0,277.35546322238076,229.43682222652657,286.36578468730954,256.160897274616,16.0,0.0
72,11.0,544.4245640282114,225.1177977972174,556.5759584278661,256.80310993142643,7.0,0.0
73,11.0,455.0902814217431,217.71175345775333,478.9146371618619,282.8843015815683,3.0,0.0
74,11.0,217.0223160568163,182.5713148460856,259.21027858575843,303.4716888945477,2.0,0.0
75,12.0,286.99637859288515,231.01902996462383,295.3564762439058,257.2747482982063,22.0,0.0
76,12.0,305.1510796210871,236.07167039613938,312.7417537440009,259.2850165292885,21.0,0.0
77,12.0,592.5952856156192,220.2474981080795,608.4911425867621,253.9664638676053,19.0,0.0
78,12.0,344.52955345678197,131.3419404355531,429.735441574578,366.77018238806977,18.0,0.0
79,12.0,276.9574615749199,230.93769502435663,285.88970525179093,257.23024781742293,16.0,0.0
80,12.0,458.284630490558,217.36073339548648,481.7981916875623,282.76037097043877,3.0,0.0
81,12.0,217.49089625333778,183.5355178385452,261.7803513174171,307.8528884609798,2.0,0.0
82,13.0,477.9629458055547,255.05360266939923,486.0367545540138,266.9464972107446,26.0,26.0
83,13.0,311.0825668554332,223.75102867905315,322.9175330247106,260.24907120109066,25.0,0.0
84,13.0,290.0344827256394,227.90760711607797,300.9654173942168,258.0925926442097,24.0,0.0
85,13.0,593.5441791829817,218.97610001239778,610.0116203761681,253.89063285757842,19.0,0.0
86,13.0,353.13160635368325,122.1291085469824,440.7421117935017,369.26579597065165,18.0,0.0
87,13.0,277.85053371434924,229.2308464047862,287.62194277297635,256.794903433522,16.0,0.0
88,13.0,545.4595090119866,223.88396856873226,558.3789696676532,256.3582418965089,7.0,0.0
89,13.0,459.6959294770195,217.06945200815744,483.3089249719792,282.8112570147631,3.0,0.0
90,13.0,217.66229064592727,182.60823011087703,262.75790613643517,309.3740745219752,2.0,0.0
91,14.0,318.18823697278987,222.31690298513547,328.81186290735394,262.68309701486453,29.0,0.0
92,14.0,335.08414636772443,229.77018434041725,346.9152543514126,262.2290166184321,28.0,0.0
93,14.0,478.7661426828246,256.6371758015286,486.351322776394,269.0686638863619,26.0,26.0
94,14.0,311.1911527149785,223.4751854669981,324.63238166169816,263.2895015652854,25.0,0.0
95,14.0,287.8460774186142,230.79778669465722,297.5657775822815,258.849282058696,24.0,0.0
96,14.0,593.7662496461085,220.24360993033125,610.426522352381,254.98634431516845,19.0,0.0
97,14.0,277.9780117487091,231.50828818862666,287.7586062356564,257.8318321171747,16.0,0.0
98,14.0,459.71979561915856,219.1166133321977,483.68476446538733,284.5855134612095,3.0,0.0
99,14.0,216.97164985356332,181.6941718294753,263.8784873907406,311.743137877762,2.0,0.0
100,15.0,548.1658043823089,227.59459301400153,560.8338959772597,259.40530710585466,31.0,0.0
101,15.0,367.56412313913296,106.35006954572347,462.4342787785658,395.64923129326974,30.0,0.0
102,15.0,336.1150556761011,228.6232066783107,348.1198752423359,261.9646554867731,28.0,0.0
103,15.0,293.0000249918714,229.99997500812862,303.0000249918714,257.9999750081286,27.0,0.0
104,15.0,479.60974763383666,255.695348191906,487.32717004869863,269.8443705983427,26.0,26.0
105,15.0,311.3344889277084,223.69459653679155,325.68352490892966,263.58426977665175,25.0,0.0
106,15.0,593.7562924321139,221.25474669742476,610.4989051440339,255.47194366700364,19.0,0.0
107,15.0,460.3056153002583,219.2502252953615,484.5263071352513,284.52333473414643,3.0,0.0
108,15.0,216.60227617687997,179.8724059467429,265.06359800167974,312.713279343613,2.0,0.0
109,16.0,547.4185489838455,223.88912102589808,561.7577638197661,258.4638866306046,31.0,0.0
110,16.0,379.7052714291157,101.43566285858131,479.4696431916869,405.6814969612137,30.0,0.0
111,16.0,315.3249379133624,221.33747636692146,327.7108288975204,263.66252363307854,29.0,0.0
112,16.0,292.96069023733133,230.78194321748614,302.90164110208394,258.21800518862943,27.0,0.0
113,16.0,288.284917164973,232.14375480785705,296.17247332933385,257.23726337953394,24.0,0.0
114,16.0,594.3386159546894,220.46982663151223,611.1850320562094,254.69539017059716,19.0,0.0
115,16.0,461.9802490247273,221.0726727146988,486.6406177317567,284.6484345396029,3.0,0.0
116,16.0,216.86025977055806,177.51592122118103,266.42241770899176,313.35866355666815,2.0,0.0
117,17.0,502.0044945386887,228.98908311000716,512.9952058208797,250.01091688999284,33.0,0.0
118,17.0,550.7634526922217,223.7012496701934,563.4538604772114,256.10984844448194,31.0,0.0
119,17.0,389.35180126696633,98.8551484646687,492.3940137109552,419.16409261173794,30.0,0.0
120,17.0,315.7514850749024,219.34815749942587,329.221097843869,263.2864153652947,29.0,0.0
121,17.0,336.45905267955123,225.828726989419,349.8101507228353,261.4519815475424,28.0,0.0
122,17.0,293.56873101752404,229.14208869572823,303.1210951120773,256.815479123442,27.0,0.0
123,17.0,217.06169709089903,175.38483374373754,266.82167998246024,314.78231082250073,2.0,0.0
124,18.0,595.1200417785616,217.77114739944892,612.8798583412946,252.22905236083875,34.0,0.0
125,18.0,399.2482753235177,90.27687060724841,506.0441292546362,427.9724120050885,30.0,0.0
126,18.0,316.44728474170773,221.298176708653,329.87992754112025,263.61175038319544,29.0,0.0
127,18.0,293.2314500958437,228.96583621499937,302.9541368243122,256.8422613520275,27.0,0.0
128,18.0,288.1097577302173,230.68525832406988,296.35144264347923,255.97693013378773,24.0,0.0
129,18.0,215.8515550816589,172.54378368274757,266.93325657260647,315.9938557204389,2.0,0.0
130,19.0,340.83384771356583,226.43531959428282,354.16605240629036,260.564780285861,35.0,0.0
131,19.0,596.7798242583724,217.94122932115914,614.1024046429854,251.94122880976647,34.0,0.0
132,19.0,316.3987016175138,220.22304484554397,331.1142018726515,264.04421888505624,29.0,0.0
133,19.0,294.9580131960828,229.2564982863955,303.98134202556207,256.53879816030076,27.0,0.0
134,19.0,285.7418860777681,229.07623250826342,295.97031999321655,256.3461567245207,24.0,0.0
135,19.0,214.53472438285092,171.02263040885964,266.51150718632516,317.5133962910951,2.0,0.0
136,20.0,419.7119813287552,58.76750423228694,540.2848225066423,445.2328952882883,38.0,0.0
137,20.0,297.1150064293135,227.6707471726024,306.88496857881506,256.3293028111404,36.0,0.0
138,20.0,337.9663010251625,226.6310597670187,350.5044013201263,260.31016929844407,35.0,0.0
139,20.0,597.169637989041,217.30417976203537,615.0461891403212,252.60594207661327,34.0,0.0
140,20.0,317.625073120161,218.4313371493475,333.09234386396906,262.8198731386858,29.0,0.0
141,20.0,294.94788507703845,229.2254651045773,303.50887434436174,255.88307026602908,27.0,0.0
142,20.0,284.4633651107614,228.1464147584471,294.98001959443366,255.49206488234833,24.0,0.0
143,20.0,212.09576211267543,170.84125614681238,265.010607658148,320.93668497203697,2.0,0.0
144,21.0,448.0053896194423,42.94626295681215,575.0502029001975,448.5836687821492,38.0,0.0
145,21.0,299.01140081175754,225.01257865732597,310.2311119917201,256.26291344549674,36.0,0.0
146,21.0,338.53594823116424,226.32882186446017,351.29469289360344,260.6262390548642,35.0,0.0
147,21.0,596.6122685058605,216.73125826545717,615.0741608381389,252.42090354967846,34.0,0.0
148,21.0,317.45470353148903,218.2720750719391,333.7075225229262,262.5964888900452,29.0,0.0
149,21.0,295.9846500791835,227.91811476016565,305.0486214893995,255.5817976931081,27.0,0.0
150,21.0,284.29971705647705,227.12354948478202,295.73350414053147,255.20905873175013,24.0,0.0
