501,1,90,407,39,48,1
501,2,136,428,61,9,1
501,3,235,635,53,30,1
501,4,369,384,70,17,1
501,5,398,234,74,52,1
501,6,408,86,89,11,1
501,7,547,456,64,37,1
501,8,603,665,3,76,1
501,9,610,418,21,63,1
501,10,665,308,51,39,1
501,11,742,426,13,45,1
501,12,776,186,6,24,1
501,13,818,486,82,30,1
501,14,834,205,30,40,1
501,15,890,228,58,42,1
501,16,888,661,66,4,1
501,17,930,363,32,48,1
501,18,938,460,19,76,1
501,19,942,285,79,24,1
501,20,968,92,79,19,1
501,21,1040,138,4,50,1
501,22,987,543,50,6,1
501,23,1040,734,83,17,1
501,24,1111,363,8,4,1
501,25,677,657,24,3,1
502,1,88,412,57,48,1
502,2,137,428,57,10,1
502,3,233,630,55,36,1
502,4,366,393,78,6,1
502,5,393,233,69,59,1
502,6,402,91,92,8,1
502,7,541,457,70,36,1
502,8,604,663,6,94,1
502,9,611,416,25,64,1
502,10,666,304,50,38,1
502,11,743,425,10,49,1
502,12,788,189,11,24,1
502,13,823,493,86,20,1
502,14,819,202,44,41,1
502,15,893,220,58,46,1
502,16,885,657,76,8,1
502,17,931,362,33,52,1
502,18,938,459,23,76,1
502,19,948,287,75,20,1
502,20,966,94,85,15,1
502,21,1049,131,1,58,1
502,22,988,547,52,2,1
502,23,1043,734,75,16,1
502,24,1113,357,9,10,1
502,25,680,653,36,4,1
503,1,92,420,67,38,1
503,2,137,427,50,15,1
503,3,235,628,50,39,1
503,5,374,388,68,30,1
503,4,389,232,63,64,1
503,6,399,93,95,12,1
503,7,540,457,71,33,1
503,8,603,664,8,93,1
503,9,611,411,31,67,1
503,10,667,301,47,38,1
503,11,747,424,7,53,1
503,12,801,191,14,26,1
503,13,827,500,89,10,1
503,14,804,199,53,39,1
503,15,899,210,54,56,1
503,16,887,652,76,12,1
503,17,928,360,37,56,1
503,18,938,456,27,78,1
503,19,959,289,66,12,1
503,20,971,93,82,15,1
503,21,1054,124,4,66,1
503,22,990,545,55,1,1
503,23,1050,731,86,18,1
503,24,1119,352,6,15,1
503,25,690,651,34,4,1
504,1,105,430,68,26,1
504,2,136,430,45,12,1
504,3,236,624,48,45,1
504,4,382,382,59,50,1
504,5,386,232,55,70,1
504,6,394,95,97,10,1
504,7,536,456,72,32,1
504,8,602,665,10,91,1
504,9,613,414,34,60,1
504,10,666,297,45,36,1
504,11,749,423,5,55,1
504,12,813,195,17,25,1
504,13,834,507,88,0,1
504,14,792,201,61,32,1
504,15,905,201,49,64,1
504,16,887,650,79,15,1
504,17,926,358,40,61,1
504,18,938,455,32,76,1
504,19,972,292,48,4,1
504,20,975,90,80,15,1
504,21,1058,117,10,69,1
504,22,1000,543,47,6,1
504,23,1056,731,84,19,1
504,24,1119,346,13,21,1
504,25,696,647,37,4,1
