500,1,179,567,33,83,1
500,2,248,644,7,75,1
500,3,143,479,5,10,1
500,4,91,88,90,22,1
500,5,377,802,64,13,1
500,6,384,300,64,17,1
500,7,432,212,67,10,1
500,8,491,493,78,58,1
500,9,515,731,71,65,1
500,10,492,159,36,74,1
500,11,529,329,52,29,1
500,12,562,143,81,27,1
500,13,618,813,33,13,1
500,14,676,459,64,50,1
500,15,691,155,39,49,1
500,16,790,603,58,0,1
500,17,892,155,70,30,1
500,18,924,660,81,33,1
500,19,1105,701,14,20,1
500,20,339,356,65,71,1
500,21,1092,315,1,62,1
500,22,1032,824,41,84,1
500,23,1076,568,87,23,1
500,24,1111,559,91,30,1
500,25,1126,678,0,78,1
501,1,172,569,41,81,1
501,2,248,646,9,75,1
501,3,136,481,8,10,1
501,4,91,87,92,25,1
501,5,376,800,70,17,1
501,6,390,295,61,22,1
501,7,438,212,68,8,1
501,8,479,502,90,47,1
501,9,512,731,75,64,1
501,10,492,157,38,76,1
501,11,525,330,66,23,1
501,12,565,141,86,28,1
501,13,620,813,29,19,1
501,14,675,457,68,53,1
501,15,689,158,47,46,1
501,16,793,601,53,7,1
501,17,890,153,74,37,1
501,18,923,657,85,33,1
501,19,1114,699,8,26,1
501,20,339,355,70,72,1
501,21,1091,318,2,65,1
501,22,1024,827,52,76,1
501,23,1075,567,87,31,1
501,24,1110,563,99,27,1
501,25,1111,678,7,80,1
502,1,165,572,52,76,1
502,2,248,647,12,73,1
502,3,129,483,10,9,1
502,4,93,88,91,28,1
502,5,376,797,74,18,1
502,6,398,289,54,26,1
502,7,445,213,66,4,1
502,8,470,511,98,30,1
502,9,510,733,78,60,1
502,10,495,155,37,75,1
502,11,523,330,77,19,1
502,12,572,138,84,26,1
502,13,623,814,23,23,1
502,14,677,455,70,53,1
502,15,689,162,51,39,1
502,16,799,599,45,12,1
502,17,891,151,75,41,1
502,18,922,653,86,31,1
502,19,1123,697,0,24,1
502,20,340,355,73,70,1
502,21,1091,324,4,60,1
502,22,1017,830,62,67,1
